Entity	Code	Year	Homicide rate per 100,000 population - Both sexes - All ages
Cape Verde	CPV	2015	8.330828
Cape Verde	CPV	2016	11.10326
Cape Verde	CPV	2017	6.726212
Cape Verde	CPV	2018	5.427156
Cape Verde	CPV	2019	5.718935
Cape Verde	CPV	2020	6.178772
Cayman Islands	CYM	1990	7.68418
Cayman Islands	CYM	1991	7.315155
Cayman Islands	CYM	1992	3.487176
Cayman Islands	CYM	1993	6.658122
Cayman Islands	CYM	1994	6.365879
Cayman Islands	CYM	1995	6.097189
Cayman Islands	CYM	1996	2.924532
Cayman Islands	CYM	1997	5.621294
Cayman Islands	CYM	1998	2.706616
Cayman Islands	CYM	1999	0
Cayman Islands	CYM	2000	10.08611
Cayman Islands	CYM	2001	4.871573
Cayman Islands	CYM	2002	0
Cayman Islands	CYM	2003	6.839555
Cayman Islands	CYM	2004	11.04082
Cayman Islands	CYM	2005	6.42034
Cayman Islands	CYM	2006	2.075679
Cayman Islands	CYM	2007	4.028441
Cayman Islands	CYM	2008	7.824267
Cayman Islands	CYM	2009	15.20869
Cayman Islands	CYM	2010	16.64401
Cayman Islands	CYM	2013	8.589294
Cayman Islands	CYM	2014	8.394966
Cayman Islands	CYM	2017	4.718391
Cayman Islands	CYM	2018	10.78848
Cayman Islands	CYM	2019	3.024163
Cayman Islands	CYM	2020	4.456957
Chile	CHL	2003	3.234734
Chile	CHL	2005	3.560983
Chile	CHL	2006	3.61197
Chile	CHL	2007	3.734343
Chile	CHL	2008	3.529102
Chile	CHL	2009	3.742549
Chile	CHL	2010	3.181574
Chile	CHL	2011	3.703364
Chile	CHL	2012	2.502628
Chile	CHL	2013	3.175342
Chile	CHL	2014	2.47638
Chile	CHL	2015	2.344696
Chile	CHL	2016	3.428468
Chile	CHL	2017	4.240938
Chile	CHL	2018	4.411423
Chile	CHL	2019	3.944434
Chile	CHL	2020	4.797849
Chile	CHL	2021	3.632039
China	CHN	1995	2.245711
China	CHN	1996	2.068796
China	CHN	1997	2.106154
China	CHN	2002	2.051328
China	CHN	2003	1.892583
China	CHN	2004	1.905512
China	CHN	2005	1.591708
China	CHN	2006	1.36876
China	CHN	2007	1.219738
China	CHN	2008	1.113469
China	CHN	2009	1.095267
China	CHN	2010	0.994666
China	CHN	2011	0.885347
China	CHN	2012	0.825869
China	CHN	2013	0.773199
China	CHN	2014	0.727915
China	CHN	2015	0.660106
China	CHN	2016	0.615883
China	CHN	2017	0.566556
China	CHN	2018	0.531025
China	CHN	2019	0.518967
China	CHN	2020	0.50227
Colombia	COL	1990	74.62872
Colombia	COL	1991	85.42758
Colombia	COL	1992	83.04302
Colombia	COL	1993	82.16443
Colombia	COL	1994	76.72092
Colombia	COL	1995	62.05432
Colombia	COL	1996	63.74109
Colombia	COL	1997	62.21183
Colombia	COL	1998	60.84954
Colombia	COL	1999	63.12033
Colombia	COL	2000	67.6754
Colombia	COL	2001	69.88325
Colombia	COL	2002	70.17098
Colombia	COL	2003	57.29256
Colombia	COL	2004	48.52543
Colombia	COL	2005	42.89578
Colombia	COL	2006	40.86465
Colombia	COL	2007	39.71221
Colombia	COL	2008	36.83644
Colombia	COL	2009	35.69308
Colombia	COL	2010	34.49429
Colombia	COL	2011	35.59345
Colombia	COL	2012	35.90898
Colombia	COL	2013	33.35357
Colombia	COL	2014	28.58523
Colombia	COL	2015	27.12877
Colombia	COL	2016	26.04042
Colombia	COL	2017	25.43449
Colombia	COL	2018	26.23133
Colombia	COL	2019	25.75347
Colombia	COL	2020	24.24276
Colombia	COL	2021	27.48437
Cook Islands	COK	2012	3.489514
Costa Rica	CRI	1990	4.401166
Costa Rica	CRI	1991	4.074811
Costa Rica	CRI	1992	4.816464
Costa Rica	CRI	1993	4.698459
Costa Rica	CRI	1994	5.216167
Costa Rica	CRI	1995	5.149941
Costa Rica	CRI	1996	5.169253
Costa Rica	CRI	1997	5.615842
Costa Rica	CRI	1998	5.861693
Costa Rica	CRI	1999	6.279749
Costa Rica	CRI	2000	6.257551
Costa Rica	CRI	2001	6.340634
Costa Rica	CRI	2002	6.258152
Costa Rica	CRI	2003	7.16228
Costa Rica	CRI	2004	6.583899
Costa Rica	CRI	2005	7.76202
Costa Rica	CRI	2006	8.017045
Costa Rica	CRI	2007	8.310775
Costa Rica	CRI	2008	11.37292
Costa Rica	CRI	2009	11.50527
Costa Rica	CRI	2010	11.40137
Costa Rica	CRI	2011	10.12837
Costa Rica	CRI	2012	8.592673
Costa Rica	CRI	2013	8.577627
Costa Rica	CRI	2014	9.846647
Costa Rica	CRI	2015	11.3784
Costa Rica	CRI	2016	11.68809
Costa Rica	CRI	2017	12.07487
Costa Rica	CRI	2018	11.60545
Costa Rica	CRI	2019	11.0728
Costa Rica	CRI	2020	11.12607
Costa Rica	CRI	2021	11.40871
Croatia	HRV	1990	2.811002
Croatia	HRV	1991	9.020497
Croatia	HRV	1992	8.065321
Croatia	HRV	1993	4.548867
Croatia	HRV	1994	2.967159
Croatia	HRV	1995	3.453225
Croatia	HRV	1996	2.563764
Croatia	HRV	1997	2.504578
Croatia	HRV	1998	2.253252
Croatia	HRV	1999	2.410251
Croatia	HRV	2000	2.220545
Croatia	HRV	2001	1.797301
Croatia	HRV	2002	1.628422
Croatia	HRV	2003	1.54669
Croatia	HRV	2004	1.86796
Croatia	HRV	2005	1.535099
Croatia	HRV	2006	1.675133
Croatia	HRV	2007	1.407322
Croatia	HRV	2008	1.615963
Croatia	HRV	2009	1.118178
Croatia	HRV	2010	1.419192
Croatia	HRV	2011	1.12596
Croatia	HRV	2012	1.177396
Croatia	HRV	2013	1.067569
Croatia	HRV	2014	0.840342
Croatia	HRV	2015	0.869603
Croatia	HRV	2016	1.041728
Croatia	HRV	2017	1.097206
Croatia	HRV	2018	0.576856
Croatia	HRV	2019	0.79908
Croatia	HRV	2020	0.976355
Croatia	HRV	2021	0.812781
Cuba	CUB	1992	6.240873
Cuba	CUB	1993	7.397887
Cuba	CUB	1994	8.275768
Cuba	CUB	1995	7.797411
Cuba	CUB	1996	6.676986
Cuba	CUB	1997	6.792064
Cuba	CUB	1998	7.413612
Cuba	CUB	1999	5.501308
Cuba	CUB	2000	5.285531
Cuba	CUB	2001	5.431305
Cuba	CUB	2002	5.91761
Cuba	CUB	2003	5.732544
Cuba	CUB	2004	5.879579
Cuba	CUB	2005	6.082101
Cuba	CUB	2006	5.115167
Cuba	CUB	2007	5.03998
Cuba	CUB	2008	4.566976
Cuba	CUB	2009	5.007452
Cuba	CUB	2010	4.472819
Cuba	CUB	2011	4.726203
Cuba	CUB	2012	5.491061
Cuba	CUB	2013	5.953233
Cuba	CUB	2014	5.294728
Cuba	CUB	2015	5.458605
Cuba	CUB	2016	5.043197
Cuba	CUB	2017	4.551708
Cuba	CUB	2018	4.334299
Cuba	CUB	2019	4.418251
Curacao	CUW	2001	7.110808
Curacao	CUW	2002	27.58474
Curacao	CUW	2003	30.04724
Curacao	CUW	2004	28.25969
Curacao	CUW	2005	17.65549
Curacao	CUW	2006	12.02694
Curacao	CUW	2007	17.09183
Cyprus	CYP	1990	0.634115
Cyprus	CYP	1991	0.125147
Cyprus	CYP	1992	0.246782
Cyprus	CYP	1993	0.605338
Cyprus	CYP	1994	0.828948
Cyprus	CYP	1995	1.043578
Cyprus	CYP	1996	1.136288
Cyprus	CYP	1997	0.668546
Cyprus	CYP	1998	0.765312
Cyprus	CYP	1999	1.073422
Cyprus	CYP	2000	0.843671
Cyprus	CYP	2001	0.725516
Cyprus	CYP	2002	0.203626
Cyprus	CYP	2004	1.570653
Cyprus	CYP	2005	1.928526
Cyprus	CYP	2006	1.421211
Cyprus	CYP	2007	1.210571
Cyprus	CYP	2008	0.823882
Cyprus	CYP	2009	1.710211
Cyprus	CYP	2010	0.708162
Cyprus	CYP	2011	0.785967
Cyprus	CYP	2012	1.902198
Cyprus	CYP	2013	1.028305
Cyprus	CYP	2014	0.934583
Cyprus	CYP	2015	1.263392
Cyprus	CYP	2016	1.085249
Cyprus	CYP	2017	0.579219
Cyprus	CYP	2018	1.230687
Cyprus	CYP	2019	1.220667
Cyprus	CYP	2020	1.212085
Cyprus	CYP	2021	1.285979
Czechia	CZE	1994	2.005561
Czechia	CZE	1995	1.706799
Czechia	CZE	1996	1.680321
Czechia	CZE	1997	1.819235
Czechia	CZE	1998	1.695273
Czechia	CZE	1999	1.678188
Czechia	CZE	2000	1.866198
Czechia	CZE	2001	1.319613
Czechia	CZE	2002	1.357665
Czechia	CZE	2003	1.590548
Czechia	CZE	2004	1.305916
Czechia	CZE	2005	1.050572
Czechia	CZE	2006	1.261546
Czechia	CZE	2007	1.218825
Czechia	CZE	2008	1.098416
Czechia	CZE	2009	0.901981
Czechia	CZE	2010	0.984257
Czechia	CZE	2011	0.81933
Czechia	CZE	2012	0.998947
Czechia	CZE	2013	0.855957
Czechia	CZE	2014	0.770168
Czechia	CZE	2015	0.8362
Czechia	CZE	2016	0.617425
Czechia	CZE	2017	0.626703
Czechia	CZE	2019	0.920577
Czechia	CZE	2020	0.731178
Czechia	CZE	2021	0.447161
Denmark	DNK	1990	0.796949
Denmark	DNK	1991	1.318257
Denmark	DNK	1992	1.197959
Denmark	DNK	1993	1.367021
Denmark	DNK	1994	1.43849
Denmark	DNK	1995	1.126987
Denmark	DNK	1996	1.293758
Denmark	DNK	1997	1.667494
Denmark	DNK	1998	0.924704
Denmark	DNK	1999	0.97747
Denmark	DNK	2000	1.086009
Denmark	DNK	2001	0.970014
Denmark	DNK	2002	0.892409
Denmark	DNK	2010	0.756641
Denmark	DNK	2011	0.824962
Denmark	DNK	2012	0.839142
Denmark	DNK	2013	0.853275
Denmark	DNK	2014	1.309583
Denmark	DNK	2015	1.091973
Denmark	DNK	2016	0.981276
Denmark	DNK	2017	1.237519
Denmark	DNK	2018	1.005777
Denmark	DNK	2019	1.13874
Denmark	DNK	2020	0.944102
Denmark	DNK	2021	0.802837
Dominica	DMA	1998	13.05521
Dominica	DMA	1999	10.1896
Dominica	DMA	2000	2.926287
Dominica	DMA	2001	1.467298
Dominica	DMA	2002	13.1845
Dominica	DMA	2003	11.68864
Dominica	DMA	2004	11.66623
Dominica	DMA	2005	11.64933
Dominica	DMA	2006	7.273574
Dominica	DMA	2007	10.17812
Dominica	DMA	2008	10.17708
Dominica	DMA	2009	18.89906
Dominica	DMA	2010	21.8166
Dominica	DMA	2011	8.728289
Dominica	DMA	2014	12.97372
Dominica	DMA	2015	12.85595
Dominica	DMA	2016	22.83268
Dominica	DMA	2017	26.98749
Dominica	DMA	2018	18.35575
Dominica	DMA	2019	18.20015
Dominica	DMA	2020	20.83493
Dominica	DMA	2021	13.80977
Dominican Republic	DOM	1991	12.47527
Dominican Republic	DOM	1992	10.86526
Dominican Republic	DOM	1993	12.27549
Dominican Republic	DOM	1994	13.0115
Dominican Republic	DOM	1995	12.79583
Dominican Republic	DOM	1996	12.88018
Dominican Republic	DOM	1997	12.73608
Dominican Republic	DOM	1998	13.53517
Dominican Republic	DOM	1999	12.67332
Dominican Republic	DOM	2000	14.16731
Dominican Republic	DOM	2001	12.63116
Dominican Republic	DOM	2002	14.54219
Dominican Republic	DOM	2003	21.32322
Dominican Republic	DOM	2004	24.75913
Dominican Republic	DOM	2005	26.12178
Dominican Republic	DOM	2006	23.09308
Dominican Republic	DOM	2007	22.45218
Dominican Republic	DOM	2008	25.13928
Dominican Republic	DOM	2009	24.61634
Dominican Republic	DOM	2010	25.30751
Dominican Republic	DOM	2011	25.37426
Dominican Republic	DOM	2012	22.61017
Dominican Republic	DOM	2013	19.47416
Dominican Republic	DOM	2014	17.60338
Dominican Republic	DOM	2016	15.35014
Dominican Republic	DOM	2017	11.4208
Dominican Republic	DOM	2018	9.920551
Dominican Republic	DOM	2019	9.428515
Dominican Republic	DOM	2020	8.73663
Dominican Republic	DOM	2021	10.54158
East Timor	TLS	2004	2.431319
East Timor	TLS	2005	4.745626
East Timor	TLS	2006	4.92678
East Timor	TLS	2007	6.082236
East Timor	TLS	2008	3.355459
East Timor	TLS	2009	3.003172
East Timor	TLS	2010	3.582957
East Timor	TLS	2015	4.063648
Ecuador	ECU	1990	8.536018
Ecuador	ECU	1991	10.78954
Ecuador	ECU	1992	8.566804
Ecuador	ECU	1993	8.317742
Ecuador	ECU	1994	10.03732
Ecuador	ECU	1995	11.86791
Ecuador	ECU	1996	12.42142
Ecuador	ECU	1997	10.9825
Ecuador	ECU	1998	13.46585
Ecuador	ECU	1999	13.55135
Ecuador	ECU	2000	14.51708
Ecuador	ECU	2001	12.90722
Ecuador	ECU	2002	14.58234
Ecuador	ECU	2007	15.94882
Ecuador	ECU	2008	17.98328
Ecuador	ECU	2009	17.80534
Ecuador	ECU	2010	17.50549
Ecuador	ECU	2011	15.37631
Ecuador	ECU	2012	12.41291
Ecuador	ECU	2013	10.9712
Ecuador	ECU	2014	8.209052
Ecuador	ECU	2015	6.483121
Ecuador	ECU	2016	5.83348
Ecuador	ECU	2017	5.809446
Ecuador	ECU	2018	5.841674
Ecuador	ECU	2019	6.843968
Ecuador	ECU	2020	7.800509
Ecuador	ECU	2021	14.02426
Egypt	EGY	1990	0.470159
Egypt	EGY	1991	0.491375
Egypt	EGY	1992	0.460083
Egypt	EGY	1993	0.397509
Egypt	EGY	1994	0.367976
Egypt	EGY	2003	0.620036
Egypt	EGY	2004	0.415364
Egypt	EGY	2005	0.66013
Egypt	EGY	2006	0.680891
Egypt	EGY	2007	0.827062
Egypt	EGY	2008	1.153322
Egypt	EGY	2009	1.066653
Egypt	EGY	2010	2.107678
Egypt	EGY	2011	3.030267
Egypt	EGY	2012	2.418885
Egypt	EGY	2014	3.023255
Egypt	EGY	2015	1.750853
Egypt	EGY	2016	1.535316
Egypt	EGY	2017	1.336092
El Salvador	SLV	1994	134.7787
El Salvador	SLV	1995	138.774
El Salvador	SLV	1996	117.1612
El Salvador	SLV	1997	112.5006
El Salvador	SLV	1998	94.88397
El Salvador	SLV	1999	64.90709
El Salvador	SLV	2000	59.59572
El Salvador	SLV	2001	59.95229
El Salvador	SLV	2002	47.16138
El Salvador	SLV	2003	55.68416
El Salvador	SLV	2004	64.56631
El Salvador	SLV	2005	64.29476
El Salvador	SLV	2006	65.07651
El Salvador	SLV	2007	57.85778
El Salvador	SLV	2008	52.38873
El Salvador	SLV	2009	71.94
El Salvador	SLV	2010	65.21063
El Salvador	SLV	2011	71.21968
El Salvador	SLV	2012	42.10158
El Salvador	SLV	2013	40.62634
El Salvador	SLV	2014	63.14491
El Salvador	SLV	2015	106.8196
El Salvador	SLV	2016	84.40911
El Salvador	SLV	2017	63.22353
El Salvador	SLV	2018	53.3113
El Salvador	SLV	2019	38.1834
El Salvador	SLV	2020	21.3103
El Salvador	SLV	2021	18.1655
Eritrea	ERI	2012	14.57298
Estonia	EST	1990	7.512698
Estonia	EST	1991	7.600789
Estonia	EST	1992	14.08742
Estonia	EST	1993	18.74457
Estonia	EST	1994	20.46449
Estonia	EST	1995	16.93311
Estonia	EST	1996	14.91632
Estonia	EST	1997	12.52207
Estonia	EST	1998	13.88942
Estonia	EST	1999	11.18633
Estonia	EST	2000	10.23713
Estonia	EST	2001	9.870357
Estonia	EST	2002	10.29553
Estonia	EST	2007	7.161109
Estonia	EST	2008	6.432258
Estonia	EST	2009	5.245208
Estonia	EST	2010	5.257091
Estonia	EST	2011	4.896684
Estonia	EST	2012	4.76305
Estonia	EST	2013	3.945427
Estonia	EST	2014	3.118995
Estonia	EST	2015	3.422947
Estonia	EST	2016	2.507741
Estonia	EST	2017	2.201057
Estonia	EST	2018	2.117767
Estonia	EST	2019	1.95925
Estonia	EST	2020	3.159216
Estonia	EST	2021	1.956798
Eswatini	SWZ	1990	19.08641
Eswatini	SWZ	1991	19.10732
Eswatini	SWZ	1992	18.80746
Eswatini	SWZ	1993	18.2495
Eswatini	SWZ	1994	15.9373
Eswatini	SWZ	1998	16.41534
Eswatini	SWZ	1999	11.19436
Eswatini	SWZ	2000	12.4212
Eswatini	SWZ	2001	17.66859
Eswatini	SWZ	2002	12.75209
Eswatini	SWZ	2003	12.75032
Eswatini	SWZ	2004	13.6991
Eswatini	SWZ	2005	12.9678
Eswatini	SWZ	2006	11.78398
Eswatini	SWZ	2007	11.16227
Eswatini	SWZ	2008	19.91063
Eswatini	SWZ	2009	17.0794
Eswatini	SWZ	2010	18.91047
Eswatini	SWZ	2011	15.56038
Eswatini	SWZ	2012	9.357197
Eswatini	SWZ	2013	9.120832
Eswatini	SWZ	2014	10.48083
Eswatini	SWZ	2015	9.877101
Eswatini	SWZ	2016	10.15296
Eswatini	SWZ	2017	11.2907
Eswatini	SWZ	2021	12.66491
Ethiopia	ETH	2012	8.631964
Europe (UN)		2000	7.770976
Europe (UN)		2001	8.07029
Europe (UN)		2002	8.155012
Europe (UN)		2003	7.668064
Europe (UN)		2004	7.176179
Europe (UN)		2005	6.523952
Europe (UN)		2006	5.491089
Europe (UN)		2007	4.945625
Europe (UN)		2008	3.858812
Europe (UN)		2009	3.667208
Europe (UN)		2010	3.485122
Europe (UN)		2011	3.402852
Europe (UN)		2012	3.382632
Europe (UN)		2013	3.3396
Europe (UN)		2014	3.419673
Europe (UN)		2015	3.458617
Europe (UN)		2016	3.335407
Europe (UN)		2017	2.93691
Europe (UN)		2018	2.621463
Europe (UN)		2019	2.457761
Europe (UN)		2020	2.369785
Europe (UN)		2021	2.244574
Fiji	FJI	1990	4.100304
Fiji	FJI	1991	2.166069
Fiji	FJI	1992	3.304279
Fiji	FJI	1993	1.900663
Fiji	FJI	1994	4.425878
Fiji	FJI	1995	3.029362
Fiji	FJI	1996	1.632062
Fiji	FJI	1997	1.615766
Fiji	FJI	2003	2.912716
Fiji	FJI	2004	2.653761
Fiji	FJI	2005	2.628801
Fiji	FJI	2006	2.491272
Fiji	FJI	2007	2.357834
Fiji	FJI	2008	1.895776
Fiji	FJI	2009	3.21728
Fiji	FJI	2010	2.209531
Fiji	FJI	2011	2.201784
Fiji	FJI	2012	2.195247
Fiji	FJI	2013	2.08002
Fiji	FJI	2014	2.184455
Fiji	FJI	2020	2.172916
Finland	FIN	1990	3.048203
Finland	FIN	1991	3.07149
Finland	FIN	1992	3.093936
Finland	FIN	1993	2.565821
Finland	FIN	1994	2.888873
Finland	FIN	1995	2.858294
Finland	FIN	1996	2.98553
Finland	FIN	1997	2.70431
Finland	FIN	1998	2.192666
Finland	FIN	1999	2.768372
Finland	FIN	2000	2.859235
Finland	FIN	2001	3.006938
Finland	FIN	2002	2.538171
Finland	FIN	2003	1.975834
Finland	FIN	2004	2.830834
Finland	FIN	2005	2.268364
Finland	FIN	2006	2.259672
Finland	FIN	2007	2.439168
Finland	FIN	2008	2.503129
Finland	FIN	2009	2.24769
Finland	FIN	2010	2.20015
Finland	FIN	2011	2.041511
Finland	FIN	2012	1.643929
Finland	FIN	2013	1.636369
Finland	FIN	2014	1.611297
Finland	FIN	2015	1.496498
Finland	FIN	2016	1.346625
Finland	FIN	2017	1.216382
Finland	FIN	2018	1.559253
Finland	FIN	2019	1.466983
Finland	FIN	2020	1.645728
France	FRA	1990	2.401933
France	FRA	1991	2.392082
France	FRA	1992	2.360015
France	FRA	1993	2.662403
France	FRA	1994	2.456751
France	FRA	1995	2.326701
France	FRA	1996	2.032168
France	FRA	1997	1.664956
France	FRA	1998	1.654605
France	FRA	1999	1.633186
France	FRA	2000	1.791514
France	FRA	2001	1.774132
France	FRA	2002	1.884702
France	FRA	2003	1.652484
France	FRA	2004	1.647023
France	FRA	2005	1.612954
France	FRA	2006	1.442896
France	FRA	2007	1.619126
France	FRA	2008	1.654218
France	FRA	2009	1.318983
France	FRA	2010	1.274731
France	FRA	2011	1.363594
France	FRA	2012	1.243035
France	FRA	2013	1.226806
France	FRA	2014	1.245508
France	FRA	2015	1.585964
France	FRA	2016	1.217391
France	FRA	2017	1.106883
France	FRA	2018	1.0828
France	FRA	2019	1.169259
France	FRA	2020	1.0732
France	FRA	2021	1.13743
French Guiana	GUF	2004	29.94422
French Guiana	GUF	2005	22.35925
French Guiana	GUF	2006	20.20499
French Guiana	GUF	2007	13.12684
French Guiana	GUF	2008	14.6442
French Guiana	GUF	2009	13.42141
French Guiana	GUF	2018	13.00002
French Guiana	GUF	2019	13.30002
French Guiana	GUF	2020	13.30002
French Polynesia	PYF	2006	1.091302
French Polynesia	PYF	2007	2.516379
French Polynesia	PYF	2008	3.207887
French Polynesia	PYF	2009	0.354255
Georgia	GEO	1990	5.007757
Georgia	GEO	1991	7.872824
Georgia	GEO	1992	14.69654
Georgia	GEO	1993	17.12332
Georgia	GEO	1994	11.56483
Georgia	GEO	1995	8.016112
Georgia	GEO	1996	5.670754
Georgia	GEO	1997	6.142199
Georgia	GEO	1998	5.378004
Georgia	GEO	1999	5.552394
Georgia	GEO	2000	5.603526
Georgia	GEO	2001	6.345788
Georgia	GEO	2002	7.190122
Georgia	GEO	2004	7.470807
Georgia	GEO	2005	10.17373
Georgia	GEO	2006	8.21075
Georgia	GEO	2007	8.447523
Georgia	GEO	2008	6.778877
Georgia	GEO	2009	5.447189
Georgia	GEO	2010	4.873814
Georgia	GEO	2016	1.034178
Georgia	GEO	2017	2.412577
Georgia	GEO	2018	2.359288
Georgia	GEO	2019	2.042001
Germany	DEU	1990	1.172984
Germany	DEU	1991	1.412246
Germany	DEU	1992	1.4438
Germany	DEU	1993	1.673007
Germany	DEU	1994	2.409679
Germany	DEU	1995	2.50483
Germany	DEU	1996	2.365289
Germany	DEU	1997	2.210322
Germany	DEU	1998	1.965056
Germany	DEU	1999	1.625858
Germany	DEU	2000	1.672559
Germany	DEU	2001	1.448821
Germany	DEU	2002	1.439036
Germany	DEU	2003	1.348547
Germany	DEU	2004	1.368335
Germany	DEU	2005	1.285522
Germany	DEU	2006	1.217081
Germany	DEU	2007	1.093814
Germany	DEU	2008	1.023179
Germany	DEU	2009	0.988179
Germany	DEU	2010	0.975099
Germany	DEU	2011	0.906374
Germany	DEU	2012	0.808137
Germany	DEU	2013	0.83496
Germany	DEU	2014	0.874677
Germany	DEU	2015	0.830965
Germany	DEU	2016	1.169663
Germany	DEU	2017	0.983971
Germany	DEU	2018	0.950581
Germany	DEU	2019	0.749265
Germany	DEU	2020	0.938449
Germany	DEU	2021	0.833248
Ghana	GHA	2001	2.144034
Ghana	GHA	2002	1.931755
Ghana	GHA	2003	2.044116
Ghana	GHA	2004	2.06332
Ghana	GHA	2005	1.746903
Ghana	GHA	2006	1.783659
Ghana	GHA	2007	1.682954
Ghana	GHA	2008	1.76765
Ghana	GHA	2009	1.711371
Ghana	GHA	2010	1.650067
Ghana	GHA	2011	1.614138
Ghana	GHA	2012	2.084981
Ghana	GHA	2013	2.001773
Ghana	GHA	2014	1.925781
Ghana	GHA	2015	1.818438
Ghana	GHA	2016	1.857598
Ghana	GHA	2017	2.015071
Ghana	GHA	2018	1.619662
Ghana	GHA	2019	1.811417
Ghana	GHA	2020	1.724652
Ghana	GHA	2021	1.836565
Gibraltar	GIB	2009	0
Gibraltar	GIB	2010	3.198772
Greece	GRC	1990	1.009488
Greece	GRC	1991	1.328003
Greece	GRC	1992	1.307453
Greece	GRC	1993	1.419992
Greece	GRC	1994	1.249129
Greece	GRC	1995	1.407541
Greece	GRC	1996	1.564264
Greece	GRC	1997	1.86662
Greece	GRC	1998	1.608852
Greece	GRC	1999	1.409878
Greece	GRC	2001	1.192177
Greece	GRC	2002	0.847105
Greece	GRC	2004	0.998642
Greece	GRC	2005	1.18775
Greece	GRC	2006	0.990447
Greece	GRC	2007	1.17207
Greece	GRC	2008	1.300387
Greece	GRC	2009	1.374882
Greece	GRC	2010	1.595101
Greece	GRC	2011	1.672009
Greece	GRC	2012	1.514097
Greece	GRC	2013	1.401804
Greece	GRC	2014	0.984998
Greece	GRC	2015	0.860582
Greece	GRC	2016	0.781414
Greece	GRC	2017	0.804323
Greece	GRC	2018	0.93104
Greece	GRC	2019	0.737657
Greece	GRC	2020	0.741993
Greece	GRC	2021	0.852053
Greenland	GRL	1992	23.34456
Greenland	GRL	1993	21.54089
Greenland	GRL	1994	10.7719
Greenland	GRL	1995	19.71768
Greenland	GRL	1996	5.360972
Greenland	GRL	1997	19.61763
Greenland	GRL	1998	10.6909
Greenland	GRL	1999	19.60557
Greenland	GRL	2000	23.13826
Greenland	GRL	2001	30.14933
Greenland	GRL	2002	21.21453
Greenland	GRL	2003	8.813911
Greenland	GRL	2004	19.34372
Greenland	GRL	2005	17.57871
Greenland	GRL	2006	14.08178
Greenland	GRL	2007	14.10736
Greenland	GRL	2008	14.1399
Greenland	GRL	2009	17.7173
Greenland	GRL	2010	19.52051
Greenland	GRL	2011	1.776593
Greenland	GRL	2012	14.23526
Greenland	GRL	2013	12.48017
Greenland	GRL	2014	7.148921
Greenland	GRL	2015	7.156339
Greenland	GRL	2016	5.365191
Grenada	GRD	2000	13.96232
Grenada	GRD	2001	5.558876
Grenada	GRD	2002	12.9353
Grenada	GRD	2003	8.276623
Grenada	GRD	2004	5.478627
Grenada	GRD	2005	9.977008
Grenada	GRD	2006	10.81198
Grenada	GRD	2007	9.845647
Grenada	GRD	2008	14.22494
Grenada	GRD	2009	6.181043
Grenada	GRD	2010	8.76893
Grenada	GRD	2011	3.480743
Grenada	GRD	2012	12.07808
Grenada	GRD	2013	5.130639
Grenada	GRD	2014	6.781241
Grenada	GRD	2015	5.042885
Grenada	GRD	2016	9.169265
Grenada	GRD	2017	9.923876
Grenada	GRD	2018	9.849144
Grenada	GRD	2019	13.03744
Grenada	GRD	2020	11.32109
Grenada	GRD	2021	4.012519
Guadeloupe	GLP	2004	6.362794
Guadeloupe	GLP	2005	5.703891
Guadeloupe	GLP	2006	5.986142
Guadeloupe	GLP	2007	7.220864
Guadeloupe	GLP	2008	7.958318
Guadeloupe	GLP	2009	8.940168
Guadeloupe	GLP	2011	6.697375
Guadeloupe	GLP	2012	7.692613
Guadeloupe	GLP	2013	8.698958
Guadeloupe	GLP	2014	5.238906
Guadeloupe	GLP	2015	9.772268
Guadeloupe	GLP	2016	5.781015
Guam	GUM	2000	1.248537
Guam	GUM	2001	4.95284
Guam	GUM	2002	1.230296
Guam	GUM	2003	4.896411
Guam	GUM	2004	5.487671
Guam	GUM	2005	4.257118
Guam	GUM	2006	6.679824
Guam	GUM	2007	0.606931
Guam	GUM	2008	0.607074
Guam	GUM	2009	3.038036
Guam	GUM	2010	1.819229
Guam	GUM	2011	2.414744
Guam	GUM	2019	4.151248
Guatemala	GTM	1992	27.86993
Guatemala	GTM	1993	32.86253
Guatemala	GTM	1994	32.08544
Guatemala	GTM	1995	31.4578
Guatemala	GTM	1996	34.03781
Guatemala	GTM	1997	36.6608
Guatemala	GTM	1998	29.59577
Guatemala	GTM	1999	23.16046
Guatemala	GTM	2000	24.7446
Guatemala	GTM	2001	26.89606
Guatemala	GTM	2002	29.54469
Guatemala	GTM	2003	33.70589
Guatemala	GTM	2004	35.06728
Guatemala	GTM	2005	40.64628
Guatemala	GTM	2006	43.87729
Guatemala	GTM	2007	42.20754
Guatemala	GTM	2008	45.00892
Guatemala	GTM	2009	45.5699
Guatemala	GTM	2010	40.98158
Guatemala	GTM	2011	38.29857
Guatemala	GTM	2012	34.0752
Guatemala	GTM	2013	33.42484
Guatemala	GTM	2014	33.42934
Guatemala	GTM	2017	32.78298
Guatemala	GTM	2018	28.89584
Guatemala	GTM	2019	25.64547
Guatemala	GTM	2020	18.96017
Guatemala	GTM	2021	19.99036
Guinea-Bissau	GNB	2016	3.488591
Guinea-Bissau	GNB	2017	1.117124
Guyana	GUY	1990	12.04631
Guyana	GUY	1991	25.8031
Guyana	GUY	1992	14.094
Guyana	GUY	1993	15.65868
Guyana	GUY	1994	14.40872
Guyana	GUY	1995	14.50067
